text,label,label_id
HO FUMANAOA LIPHAHLO TSA NGOANA LE PHENTI KATLUNG,negative,0
MOSALI O QHALA KEMARO LE HO LAHLELA SETOTSOANA KA NTLOANENG,negative,0
TSOTSI EA LETSOA-NTLE E LEQETSA LICHELETE TSA SECHABA,negative,0
'MUSO O TLO FA LESOLE LE LENG LE LENG M100 000,positive,2
MONGA' SOMETHING KAOFELA O BATLA M3 MILIONE,negative,0
SEHLOPHA SA BASALI SA SEPOLESA SEA TLHOLISANONG,positive,2
TONAKHOLO O LOKISA LITSELA TSEO ESALENG LI LEBALOA,positive,2
MOSALI EA SELAKHUOENG O SE A TSEJOA O NE A NTSE A LOKISA TSA LEPATO LA MONNA OA HAE,negative,0
BAKULI BATLO SHOA KA HARA NAHA,negative,0
LIBOKO TSA MOHLOLO SETEREKENG,neutral,1
HO THOLOA SETOTSOANA SA LESEA KA LENGOPENG,negative,0
'NA HA KEA MO JA,positive,2
MOLISANA O BOLAOA A ALOSELITSE LETOBONG O BATOA KA LEJOE LE LE LENG,negative,0
MOSHANYANA A LILEMO LI 17 O TŠOAROA A BETA MOKOKO,negative,0
THUPA E OTLOLLOA E SA LE METSI,positive,2
NTATE-MOHOLO O BETA NKHONO SETEREKENG,negative,0
NGOANANA EA 12 O FUMANOA MOHLANKANENG,negative,0
LESOLE LE BOLAOA KA CHEFU TORONKONG,negative,0
TONAKHOLO O SOABISA LIRA O FA MAFUTSANA MOPUTSO OA HAE,positive,2
MOKHATLO O KETEKA LETSATSI LA LEFATŠE LA BANA,positive,2
KOLOI E EA CHA MOTSENG,negative,0
RUA TSEBO KA MAFAPHA A SEPOLESA SA HENO,positive,2
MOHLEKEFETSI OA NGOANA O LLELOA KE LITŠEPE,positive,2
TONAKHOLO O PHALLELA BATHO BA TOROPO KA LIJO,positive,2
BOROKHO BO KHAOHILE HAPE TSEBISO E POTLAKILENG,negative,0
TONAKHOLO O TLANNGOE MATSOHO KA HO FELETSENG,negative,0
BOSIUNG BONA HO TLA BATA HAHOLO,negative,0
MOETAPELE OA MEHLENG OA HOLA KAJENO,positive,2
PHATLALATSO EA LITABA,neutral,1
LITHO TSA MOKHA LI KOATILE HAPE,negative,0
MONNA O PEPETLA BAMAMELI KA LESHANO,negative,0
LEKALA LE SEBETSANANG LE BOBOLU BA LATA LI-MILLION NAHENG EA BOAHISANE,positive,2
BANNA BA MO HLABELA LEFU,negative,0
SEPOLESA SE MO HLOMPHISA MOLAO,positive,2
MOKHOSI OA BOSIU O NTŠA BATHO MATLUNG,negative,0
KE MPHETE KE O FETE MABALENG A LIPOLOTIKI,negative,0
BATHO BA NTŠA TONAKHOLO MEJO HANONG,negative,0
BANNA BA PHOLOSA LESEA LA MOSHANYANA LEFUNG 'MA LONA O BE A LE LAHLETSE KA LETAMONG A LE PHUTHETSE KA POLASETIKE,positive,2
BONA BANNA BA SETEREKENG BA BELAELLOANG POLAONG EA LITHO TSA LELAPA,negative,0
SECHABA SE NTSE SE EMETSE SEPOLESA HO PHUTHA MOFU,negative,0
BANNA BA MATJALENG KA HO HLABA RAMO EA MOTHO,negative,0
SEHOAI SE KHAKHATHETSOE LEFU BOSIUNG BA KAJENO,negative,0
BONA NOMORO POLATA EA LIKOLOI TSA SEPOLESA,neutral,1
SEPOLESA SE TŠOARA THAPELO NAHA EOHLE,positive,2
KAOFELA HO OA THAKHOLOA MONA,neutral,1
BAITHUTI BA SEKOLO SE PHAHAMENG BA BOIPELAETSONG,negative,0
MONNA O TŠOSA MOSALI KA LEFU HA A HANA LEFEREHO LA HAE SETEREKENG,negative,0
MONNA O QOSOA KA PETO EA NGOANANA,negative,0
'MUSO O BOLOKA BAFU BA SA TSEJOENG,negative,0
MOCHOCHISI O PATALLA MONNA OA LEKOEREKOERE,negative,0
NYA MATSETE MOETAPELE HO ILENG KE NAKO,negative,0
MONNA O BATLA HO OKAMELA MOKHATLO,positive,2
LINOKOANE LI NKELA MACHINA CHELETE TOROTSOANENG,negative,0
SECHABA SE RE TONAKHOLO E THEHE KOMISI EA LIPATLISISO,positive,2
KOTSI E MPE TSELENG E KHOLO,neutral,1
BA QHAUTSOA NTSEBA BUA LIKHOMO TSA BOSHOLU,negative,0
MONNA O NYAMELA KA MOHLOLO SEPOLESENG,negative,0
BAAHI BA KOETSE TSELA,negative,0
MONNA O QOSETSOA HO IKETSA MOOKAMELI OA SEPOLESA,negative,0
BANNA BANA BA BATLOA KE SEPOLESA,negative,0
TONAKHOLO O TLO BUA LE SECHABA,neutral,1
SEPOLESA SE TŠOERE BABOLAI BA SEBOHOLI,positive,2
LIKAPESO SEKOLONG SE PHAHAMENG,positive,2
MOPARAMENTE OA PHATHI O HANANA LE QETO EA MOETAPELE,negative,0
LE KAJENO LITŠEPISO TSA TONAKHOLO LE LETONA HA LI SO PHETHAHALE,negative,0
MONNA O FENETHOA LE PELE A PATA MOHATSA’E,negative,0
POLELO MABAPI LE LIKETSAHALO TSE NTSENG LI ETSAHALA SEKOLONG,neutral,1
MOTHO O IPHETOLA POLI BA MO SHEBILE,negative,0
BISHOPO O TLOTLA SEBOHOLI KA HO MO REKELA KOLOI E NCHA-CHA,positive,2
TONAKHOLO LE MOIFO OA HAE KA MAAPARA KOBO A MATLE MOSE,positive,2
SEPETLELE SE FEPA BAKULI MAHLABISA LIHLONG,negative,0
MONNA O QETA HO THUNYETSA RANGOANA'AE LEFU,negative,0
BA TŠIRELETSO BA TŠOELISA MASHOLU LIPHOOFOLO,positive,2
SENOKOANE SE AHLOLOA LILEMO TSE 54,positive,2
BA BALEHETSE NAHENG E 'NGOE BALOTSANA,negative,0
RE BATLISENG MONNA,neutral,1
TLALEHO EA SEPOLESA KA MOFU,negative,0
MONNA O FUMANOA KA SETHUNYA SE SE NANG MANGOLO,negative,0
MASOLE A HLAHA KA LIMAKATSO KHOTLA,neutral,1
MOSALI O NYAMETSE,negative,0
UTLOA SEALUMA SE HLAHILENG MOTSENG,negative,0
BA QHAQHOLLA LEBITLA LA MOFU,negative,0
RE NTSE RE LE LITHO TSA MOKHA,positive,2
SETSI SA POKELLO EA LITLHARE SE BULOA SE 'MUSO SETEREKENG,positive,2
MENYENYETSI E RE HO SE HO ENA LE MOTHO EA THUNTSOENG BOIPELAETSONG BA BAITHUTI BA SEKOLO SE PHAHAMENG,negative,0
MOSEBETSI OA HO NEHELANA LE HO BULA SEMMUSO MOTEBO OA SEPOLESA,positive,2
MOSALI O QOSOA KA HO NTŠA MAKUNUTU A 'MUSO,negative,0
MONNA O LITLAMONG KA PELAELLO EA HO HLEKEFETSA KA MOTABO,negative,0
LIA JA LIA ROBA MALIBA HO PSHA A MATALA HLAKA LEA POTILE,negative,0
MOCHOCHISI O RE PAKI E TŠOAROE,negative,0
MONNA O SHOELLA MOTHAMAHANE SETEREKENG,negative,0
LITABA TSA NAHA LI THATA LI HLOKA 'NETE FELA,negative,0
MOPOLOTIKI O TŠOELA HO SECHOA HOA E MONG KA MATHE,negative,0
MOOKAMELI O NGALA LIPOTSONG,negative,0
MOSALI OA MOPOLOTIKI O PHETHA SE ETSAHETSENG,neutral,1
MAPOLESA A THIBELOA HO EA JOALENG BOSIU,neutral,1
NKHONO MORALI LE SETLOHOLO BA QHALILE KEMARO,negative,0
MOITHUTI OA SEKOLO SE PHAHAMENG O IPOLAILE,negative,0
MATLO A MOTSE A SESA KA HARA METSI BOROKHO BA NAKOANA BO HELEHILE,negative,0
BANNA BA MO HLABELA LEFU,negative,0
NGAKA E BOLAOA KA HO HLAJOA MAQEBA A 16 KA NTHO E BOHALE,negative,0
HOSANE HO LEBELETSOE LIKHOHOLA TSE MATLA,negative,0
LEKHOTLA LE PHAHAMENG LE AMEHA POLAONG EA LIPAKI,negative,0
LESHOLU LA LIPHOOFOLO LE FUMANOA KA LITHEBERA,negative,0
HA U TŠABA U TŠABE MOPARAMENTE,negative,0
MOSALI O JOOA CHELETE E 4300 KA SEHLOHO SETEREKENG,negative,0
LEBALA HO THOE KE MAHLABISA LIHLONG,negative,0
MOQOSUOA POLAONG EA LEPARAMENTE O FUOE BEILE SA SEKETE SA MALOTI,negative,0
MOETAPELE O PHOLOSA BOPHELO BA MOITHUTI,positive,2
SEPOLESA SE PHURA LESHOETLA LE BAITŠUKULI,positive,2
PELA E NE E HLOKE MOHATLA KE HO ROMELETSA,negative,0
SECHABA SE HANA LIMPHO TSA MOHATSA OA TONAKHOLO,negative,0
BASUOE BA QOSUOE KA PELAELO EA HO BOLAEA MOSHEMANE LEBOLLONG,negative,0
BONA 'MELAELLOA OA HO TSETELA MOSALI KATLUNG,negative,0
UTLOA SE ETSAHETSENG HA SEBOHOLI SE BOLAOA MAOBANE,negative,0
MONNA O QETA HO THUNYA MOSALI'AE O THUNYELELITSE LE MOAHISANE,negative,0
MOBU O HELEHELA KA TSELENG,negative,0
SETHUNYA SE QETA HO THUNYA MOTHO KE LILLO LE SEBOKA FEELA,negative,0
TONAKHOLO O AMOHA BALOTSANA LITŠA TSA 'MUSO,positive,2
MATLO A 11 A CHELE,negative,0
PHOESA O LATSOA HLOOANA EA MAKHOABANE,negative,0
TONAKHOLO O SHEBILE LEKHOOA KAHARA THAKA TSA MAHLO,positive,2
MOOKAMELI O BOHLA KHOSHANE O ROHAKA SECHABA,negative,0
MOOKAMELI O TŠELA MASOLE KA METSI A BATANG,negative,0
MONNA EO E SA LENG A BATLOA KE SEPOLESA OA INEHELA,positive,2
SEBINI KE MORU,negative,0
BATHO BA 15 BA HLAHELOA KE MATHATA NAHENG EA BOAHELANE,negative,0
MOSALI O BATLOA KA POLAO EA MOTHO,negative,0
MAFAPHA A TŠIRELETSO A NKILE 'MUSO,negative,0
'MOLAI EA TŠOAJOANG HAHOLO O LLETSOE KE LITŠEPE,negative,0
MONNA O FUMANOA KA HAR’A LETAMO LA MALI,negative,0
MONNA O BATLOA KAHO QHEKETSA LE BOSHOLU,negative,0
MONNA O KHAMA LE HO BETA NGOAN'A LILEMO LI THARO O IKARABELLA KA HORE O BE A TAHILOE,negative,0
SEPOLESA SE QHAUTSA BABELAELLOA POLAONG EA BANANA MOTSENG,negative,0
SETOPO SE FUMANOA KA LENGOPENG SETEREKENG,negative,0
BABOLAI BA LEPOLESA,negative,0
MOPARAMENTE O TLO NEHELANA KA SETHUNYA SA POLASETIKI MAPOLESENG,negative,0
MONNA O CHOATLILE LEHO TABOLA LIBUKA TSA BAKULI SEPETLELE KA LE RENG BAOKI BA BOLAILE NTAT'AE,negative,0
LEKHOTLA LE BA FUMANA BA LE MOLATO,negative,0
MONNA'KA O MATHA LE NYATSI BOBELI BO BOLLOTSE JOALE BA MO KHAKHATHILE,negative,0
MAPOLESA A BASALI A ETELA SEKOLO,positive,2
TELU-PUTSOA O TŠOARETSOE BOLOI,negative,0
BOIPELAETSO KHAHLANONG LE HO KETOLOA HOA 'MUSO,positive,2
MORENA O QETA HO THUNYETSOA LEFU,negative,0
SEPOLESA LE MOKHATLO LI KETEKA LETSATSI LA MONNA,positive,2
MAPOLESA A TŠOARELOA BOSHOLU BA CHELETE A NTSE A PANYA-PANYA MASISI-MATŠO HA JOALE,negative,0
MOSHEMANE EA SHOELETSENG MOPHATONG O FUMANOE A LE METOPA EA HO SHAPUOA,negative,0
BONA BASUOE BA BOLAETSENG MOSHEMANE MOPHATONG,negative,0
NTATE O FUMANOA E LE MOFU,negative,0
BA BATLA HO MO SULUBANYA HO NTSE HO LE JOALO,negative,0
BANNA BA AHLOLOA KA LITHUNYA TSE SENG MOLAONG,negative,0
MONNA OA MOTSENG O HLABA NTJA HAPE,negative,0
BOIPELAETSO KA SEKOLONG SE PHAHAMENG,negative,0
KE NYETSE MOTHO EO KE SA MO RATENG KA LEBAKA LA MPA,negative,0
BANNA BA EA CHANKANENG KA BOSHOLU,negative,0
BAITHUTI HA BA ESO ABELOE MANGOLO,negative,0
MONNA O FUMANOA A LE MOLATO OA HO RUA SETHUNYA KA THOKO HO MOLAO,negative,0
MONNA O NTŠA LIUTA KA MOETAPELE OA HAE,negative,0
MORENA O FUMANOE E SE E LE MOFU A OELE LILOMONG A QHALANE BOKO,negative,0
BONA MOTSAMAISI E MONYANE OA LIPUISANO KA PARAMENTENG,positive,2
PHAPOSI EA SEALEMOEA E CHA LORE HA 'MOHO LE MECHINI,negative,0
PHATHI E LLELA HO KENA PUSONG,negative,0
HO QHOMA E MAHLO-MAFUBELU,negative,0
LINTLHA-KHOLO POLELONG EA MOETAPELE SEBOKENG SA MOKHA OA POLOTIKI,neutral,1
BATHO BAA E LE HORE BA MPA BA ITHATELA LIKIPA TSE MONNA MPENG KAPA E HLILE KE BANA BA LELAPA LEO,neutral,1
MONNA O QOSOA KA HO TLOLA MELAO EA NAHA,negative,0
LEKHOTLA LE LAELA HORE LEBENKELE LE FANTISOE,negative,0
MONNA O QETA HO TŠOLA TLHAKO MORONG KAMORA HO TETEKA MOSALI,negative,0
BA TSEKISA TONAKHOLO JUNIFOMO,negative,0
SEPOLESA SE KOPA HO BATLISOA BANNA BA BOLAILENG LELAPA LA BATHO BA 4 LE MOLISANA OA LONA,negative,0
O FUMANA KHAU EA HO IPABOLA TŠEBETSONG EA HAE,positive,2
LEHLOEO LE JA MONGA LONA,negative,0
MONNA O HLASELOA LE HO CHESETSOA NTLO MOTSENG,negative,0
MOQHOBI O BEHOA KA PELE HO LEKHOTLA KA LEBAKA LA MOSESE,negative,0
'MELAELLOA O QOSOA KA BOSHOLU BA THEPA EA MOO A SEBETSANG,negative,0
PHATLALATSO EA SEPOLESA,neutral,1
LORI EA SAMENTE E PHETHOHILE TSELENG,negative,0
MONNA O BETA KHAREBE E NANG LE BOTHATA BA PUO,negative,0
KETEKELO EA LETSATSI LA MACHABA LA BATHO BA NANG LE BOKOOA,positive,2
KE MAEMONG AFENG AO U KA ITLOSANG PELA MORATUOA OA HAU FELA U NTSE U MO RATA,negative,0
SEFAKO SE LINAKA SE METLETSANA TOROPO,negative,0
MORA O BOLAEA LE HO CHESA 'M'AE,negative,0
PARAMENTE E TLO BULOA,positive,2
SECHABA SE ETELOA KE SEPOLESA,positive,2
UTLOA LITABA TSA MOSALI EA BOLAILOENG SETEREKENG,negative,0
SEPOLESA SE PHURA LESHOETLA KA THIBELO EA LITLOLO TSA MOLAO,positive,2
SETOPO SE NTSE SE RAPALLETSE LEBALENG,negative,0
TSEBISO EA SEPOLESA,neutral,1
NAHA E FETOHILE SELAKHAPHANE,negative,0
MOKHATLO O NKELOA CHELETE KA MASENE,negative,0
TEREKERE E TSOHA E CHESITSOE LORE,negative,0
KOLOI E UTSUOENG MAOBANE E FUMANOA E RETLUOE KAJENO,negative,0
BA HABO MOFU BA AMOHELA LENGOLO LA HAE LA THUTO,positive,2
TONAKHOLO O QALELETSE HO FEPA SECHABA,positive,2
MOLEBELI KOMPONENG O RULELA MATLO,positive,2
MANYELA-KOAENG,negative,0
BANNA BA QHAUTSOA KE SEPOLESA BA NTSE BA CHEKA LEBITLA BOSIU,negative,0
PHATLALATSO EA LITABA,neutral,1
PHATHI E BUBURILE CHELELTE KAOFELA,negative,0
LITSI TSA TŠIRELETSO LI EPA PITSO MOTSENG,neutral,1
RASETHUNYA O RINYA BATHO BA BATŠO BA 10,negative,0
BAPOLOTIKI BA KHALEMA MOPARAMENTE HO HLEPHA KA HANONG,negative,0
BAAHISANE BA THIBILE MONNA A ILO LAHLELA MOSALI KA NTLOANENG,positive,2
MOSALI O SA TSOA THUNYETSOA LEFU MOTSENG,negative,0
BAITHUTI BA SEKOLO BA LAHLELOA NTLOANA-TŠOANA,negative,0
HO LEBELETSOE LEHLOA LE LENGATA LE ELETSOA HO BA HLOKOLOSI,negative,0
MONNA O ROTELA MAFOSISA,positive,2
MOOKAMELI O PATELA LEKHOTLA LITABA TSA HAE,negative,0
SEBINI SE TLO NTŠA LETLAPA LE LECHA,positive,2
MATICHERE A MATICHERE A TERAEKELA MATICHERE,negative,0
MOSALI O JOOA LIKETE TSE HLANO KE MOSALI E MONG SETEREKENG,negative,0
TONAKHOLO O LOKISA LITSELA,positive,2
LITABA TSE MONATE HO MATAOA,positive,2
TONAKHOLO O BILIKA KA SETHUTHUTHU,positive,2
MAROKHO A MAOTO A NTSE A AHOA KA MALOTING,positive,2
TSEBA MARENA A SEHLOOHO,neutral,1
BABELAELLOA BA HLAHELLA HAPE KA PEL'A LEKHOTLA KA BOSHOLU BA THEPA,negative,0
HO ETSAHETSE KOTSI E MPE EA KOLOI,negative,0
LINAHA TSE KHOLO LI ITUKISETSA NTOA,negative,0
BANNA BA KENA NTLOANA-TŠOANA KA BOSHOLU BA BOQHOBANE,negative,0
MOSALI O BETOA LE HO NKELOA CHELETE MOTSENG,negative,0
MOSALI O TŠOARELOA HO HLABA MONNA KA THIPA,negative,0
MOSUOE-HLOOHO LE TICHERE,neutral,1
TONAKHOLO O SHAPA BOHANYETSI KA KOEPERE,positive,2
SECHABA SE KENYA BABELAELLOA MEREBELE,positive,2
BABELAELLOA BA QHAUTSOA KA MOR'A HO TIMETSA LEPOLESA,negative,0
MAPOLESA A MACHA A FUMANTŠOA THUPELO,positive,2
MOPARAMENTE O TSOA PUO KA TŠOARO EA HAE,positive,2
MONNA O KAPILE MOSALI KA SELEPE,negative,0
LESECHURITHI LE KENYA BARUTUOA MONOANA KA PELE,negative,0
SEPOLESA SE QHAUTSA LESHOLU,positive,2
BATSOALI BA TŠOENYEHILE KE BANANA BA KENENG KA MATLA TAING,negative,0
MONNA O TOBANE LE LINYEOE TSE THARO,negative,0
CHELETE EA LIPAMPIRI LE EA TŠEPE LI TLO FELISOA,neutral,1
BONA SUPHAMAKETE E CHELENG 'MOHO LE MONGA EONA OA MOSALI,negative,0
MOETAPELE O RE O MOTLOTLO KA SECHABA,positive,2
SEPOLESA SE QABETSOE,negative,0
LIBUKANA TSA HO ETA LI TSOILE KA BONGATA,positive,2
MONNA-MOHOLO O BOLAEA MOCHAUFA OA HAE,negative,0
TONAKHOLO O PALAME KHENTŠA,positive,2
BOROKHO BA MOTSENG BO OELE,negative,0
MOKHA O ETELA NAHENG EA BOAHISANE,neutral,1
SEPOLESA SE BATLISA KA SETOPO SA MOSALI,negative,0
HO TLA TŠOARELOA THAPELO MOO SEBOHOLI SE TIMELETSENG,positive,2
MONNA O APOLA NGOANANA LIKOBO KA SHESHE,negative,0
MOCHOCHISI O TŠABA HO EMA KA PELA MOAHLOLI,negative,0
MOETI O QETA HO BALEHA KA KOLOI EA LEPHELE,negative,0
BABOLAI BA MONNA BA HLAHILE KHOTLA,negative,0
MOKHETHOA O ITELA BOOTLOANE HO TONAKHOLO,positive,2
TONAKHOLO O BAKETSE NAHA BOMALIMABE,negative,0
PHATLALATSO EA SESOLE,neutral,1
BANNA BA TŠOARA KAMPO BA LE MAPONA-PONA BA NKA MATSATSI A MABELI BA TSOLELANA,negative,0
LEOTO KE MOLOI,negative,0
TONAKHOLO O KHETHA EKETSA LENANE LA MACANSELARA A LIVOTE LI TLAASE,positive,2
HO MONATE MAOATLENG KOANA BAHLOMPHEHI BATHETHOA BA LETŠOLO BA ILO HAHLOA KE MOEA,positive,2
LIKHETHO TSENA HA LI PHETOA EKABA MEHAU,negative,0
MOSALI OA MOIMANA O THUNYETSOA LEFU MOTŠEARE,negative,0
UTLOA MELEKO E ETSHAHETSENG HA MOHLANKA OA 'MUSO A TLA BOLAOA BOSIUNG BA KAJENO,negative,0
BALISANA BA TŠOELISA LESHOLU LIKHOMO,positive,2
MONNA O UTSOA KA MASENE A PHOKOJOE,negative,0
UTLOA MELEKO EA LEKALA LA 'MUSO,negative,0
MONNA O FOSOA KA LETHALA LA LIKULO,positive,2
SETOPO SA NGOANANA SE FUMANOA KA LENGOPENG MOTSENG,negative,0
LELAPA LE FUMANA MOR'A LONA A OELE LILOMONG ESE E LE MOFU,negative,0
MORENA OA SETEREKE KE MOFU,negative,0
MOPOLOTIKI O RE 'MUSO ONA LE LIPALO TSE LEKANENG HO BUSA,positive,2
MONNA O TŠOENYEHILE KE LEETO LA BAKHETHOA,negative,0
MONNA O AHLOLOA LILEMO TSE 20 KA HO SELAKHA MOTHO,negative,0
BAPOLOTIKI BA BACHA BA KENA PARAMENTENG,positive,2
MAPOLESA LE MASOLE A QETA HO PHOLOSA MONNA MOLLONG,positive,2
BAHOEBI BA LIKHOHO BA TŠOARA MOHOANTO,negative,0
MOETAPELE O AMOHELOA KE MARENA A 15,positive,2
MOSALI O NEHELA MOEA A NTSE A BETOA,negative,0
RE EA LIHOPOLA LE TSONA,neutral,1
BABELAELLOA BA LIPOLAO TSE SEHLOHO BA QHAUTSOA KE SEPOLESA,positive,2
BAHLANKA BA 'MUSO BA SENYA MOSEBETSI KA LEBAKA LA BOSHOLU,negative,0
MOTHO O ROBEHETSE KOTSING EA LIKOLOI,negative,0
LEBENKELE LA LIJO LE TLO BULOA,positive,2
HO TSONGA LITOPO LE KA LINTJA,negative,0
MONNA O QETA HO THUNYETSOA KAPELA MOSALI OA HAE,negative,0
MAJOE A OETSE KA HARA TSELA,negative,0
'MUSO O NYEHLISA LEKHETHO LA JOALA LE KOAE,positive,2
SEPOLESA SE HAPA LIBETSA TSE KOTSI,positive,2
LEKHOTLA LE AHLOLA BENG BA LIKHOEBO TSA TŠIRELETSO,negative,0
TONAKHOLO O HLABA HLANAPHETHO,negative,0
MOSALI O AHLOLOA LILEMO TSE HLANO KA HO NTŠA MPA,negative,0
MAPOLESA A MABELI A TEBETSOE,negative,0
SENYAMO,positive,2
BA KHOLANG MEPUTSO E TLASE HA BANA ANGOA KE LEKHETHO,positive,2
MOHLANKANA O NOA MAFURA PHEHANG A HLOBOTSE LEHLOENG,positive,2
SEPOLESA POTOLOHA LE LIKOLO HO BUOA LE BANA,positive,2
MOOKAMELI O LLA KA SEPOLESA,negative,0
LEKHOTLA LE BA NYATHOLA LILEMO TSE LESHOME CHANKANENG KA LITHUNYA TSA MASHALA,negative,0
UTLOA TSA LETONA LA 'MUSO O LITULONG KAJENO,neutral,1
RAKHOEBO O QETA HO THUNYETSOA LEFU,negative,0
LETOFE LE FETOLA MAOA,neutral,1
MOLOI O TŠOAROA HOTELENG,negative,0
SEBINI SE AHLOLOA M5 000 KA HO RUA SETHUNYA,negative,0
TONAKHOLO O RE O FUMANE BAREKI BA TLA REKA LIHLAHISOA TSA LIFEME TSA NAHA,positive,2
'MUSO O TLO FUMANA LIPALO TSE LING,positive,2
BONA LIMAKATSO TSA MOLIMO,positive,2
'ME OAKA ESALE A NYAMELA LABOHLANO,negative,0
MOTHO O KHAOTSOE BOTONA LE MENOANA A NTSE A PHELA,negative,0
BABELAELLOA LIPOLAONG TSA BATHO BA LLELOA KE LITŠEPE,positive,2
BAHLANKA BA TLO LIEHA HO KHOLA KHOELING ENA,negative,0
LITABA TSE MONATE HO SECHABA,positive,2
TONAKHOLO EA MEHLENG O NE A BUSA JOALO KA CHAKA,negative,0
SEPOLESA SE NTSE SE TSOMANA LE NGOANA EA NYAMETSENG,negative,0
MOKULI O LLA SEBOKO SE HLOMOLANG PELO SEPETLELE,negative,0
NGOANA O NYOPISA MORERO OA MABETA,positive,2
TONAKHOLO O TLO ABELA SECHABA LIJO-THOLLO,positive,2
MORENA O BOLOTSOA KA KHANG,negative,0
MOKHOENYANA OA LELAPA LA TONAKHOLO O KAKALATSOA KE NYEOE,negative,0
'MOLAI OA LEPOLESA O HLAHA LEKHOTLENG,negative,0
BA HLAHA KHOTLA KA BOSHOLU BA LIPHOOFOLO,negative,0
SEBOHOLI SE THUNTSOE SE FELETSOE KE BOPHELO,negative,0
MORENA O PHURA LESHOETLA LE MOPAPA,neutral,1
BAITHUTI BA SEKOLO BA NYOFA MOOKAMELI BA RE A FOKOFE LE TENTE EA HAE BA RE BAOKAMELI BA SHEBE TLASE,negative,0
MASOLE A KIBAKIBA KA M12 MILIONE HAPE,positive,2
BANNA BA FUMANOA BA LE MOLATO KE BOSHOLU,negative,0
TONAKHOLO O AKHELOA KHOTLA O QOSUOE,negative,0
NGOANANA O PHOLOSOA A LEKA HO IPHANYEHA,negative,0
LECHOLING HO BILE TJENA,positive,2
KOMPONE EA LITAEMANE E NTŠA PUO KA TLHEKEFETSO EA MOSALI,positive,2
BANNA BA HLOTHA MOKOTLA O TŠETSENG MATSEBETSEBE KA SENYANYATSI,negative,0
MOETI O QETA HO TIMELLA KOTSING EA KOLOI,negative,0
SEPOLESA SE HLAHLELLA BANA,positive,2
'MELAELLOA POLAONG EA SEBOHOLI O HANELOA KA BEILI,positive,2
MOTHO O FELLOA KE BOPHELO KA HO TSEKA BAETI,negative,0
BAITHUTI BA PHALLELOA KA LIMPHO,positive,2
MONNA O THUNTSE MOSALI KA LIKULO TSE TŠELETSENG,negative,0
MOOKAMELI O ELETSA BACHA HO KHOA LITLOLONG TSA MOLAO,positive,2
MOTLATSI OA MOETAPELE O LATOLA PHATHI HARARO PELE MOKOKO O LLA,negative,0
HO QHOMA LEFU LE LECHA,negative,0
BA RE SEBAPALI SA BOLO SE NA LE LETEMONA,negative,0
LETONA LE HLAHELLA BOBOLUNG,negative,0
BABELAELLOA BA LIPOLAO TSE SOTO BA HLAHA KHOTLA,negative,0
MOOKAMELI KE RALESHANO OA LEQITOLO LA TSOTSI,negative,0
SETOPO SA NKHONO EA LILEMO LI 74 SE FUMANOE SE JOOA KE LINTJA,negative,0
BA BETA NGOANANA EA NANG LE BOKOOA,negative,0
O TORONKELA HO KHAKHATHELLA MOSALI LIKOBO ESALE A SIEA MOSALI LILEMO TSE MASHOME A MABELI,negative,0
LEHLOA LE PAKILE HAHOLO QOBANG MAETO A THABENG HA JOALE,negative,0
LESOLE LE BOLAOA KA TŠEPE EA LIRESHENE,negative,0
KAJENO KE LETSATSI LE LEHOLO LA TSOALO EA MORENA,positive,2
MOOKAMELI O NYELISA KAHLOLO EA LEKHOTLA HAPE O E SHEBA FEELA JOALOKA NTHO'A NGOANA,negative,0
SECHABA SE ETSA 'MESO KA 'MOLAI OA BATHO BA BABELI,negative,0
LIKETSOANA TSENA LI NE LI REKOE KA M2.7 MILLION LI LE 30 PUSONG E FETILENG,negative,0
BONA TŠENYO E BAKILOENG KE BATHO,negative,0
'MOLAI OA 'MISI O AHLOLOA LILEMO TSE MASHOME A METSO E ROBONG NTLOANA-TŠOANA,negative,0
MONNA O TŠOEROE,negative,0
MOKHA O PHOQILE SECHABA,negative,0
MOHLOLOHALI O SELAKHOA JOALOKA PHOOFOLO,negative,0
LETONA LE PHATLALATSA TABA EA LIPEO LE MANYOLO,neutral,1
BONA BAOKAMELI BA BANYANE BA LITSI TSA CHANKANA,positive,2
MOHOEBI O FUOE BEILE O TLA ROBALA HAMONATE KAJENO,positive,2
BACHA BA EANG WINTER BOOTCAMP EA SESOLE BA NTSE BA FIHLA,positive,2
SEBONOANG SE BONOA KE BOHLE UTLOA NA MOFU O APERE JOANG MOHLOMONG U KA MO TSEBA,negative,0
LETONA LE NYAKALLETSE,positive,2
PULA EA LIKHOHOLA SETEREKENG KAJENO,negative,0
LEKHOTLA LE FUMANA MONNA A LE MOLATO KA BOSHOLU BA LIPHOOFOLO,negative,0
SEBINI SE TUMMENG SA FAMO KE MOFU O BOLAUOE A BA A CHESOA HAMORAO,negative,0
LEFAPHA LE AMOHELA LI MILLION TSE HLANO LE MAKOLOI A REKUOENG KA CHELETE EA BOSHOLU,positive,2
KHOSATSANA O HOOA KA NTSOE LE PHEFA,positive,2
KOTSI E MPE HO SHOELE LIAKHENTE TSE PELI,negative,0
LETŠOLO LA HO HLOEKISA NAHA LE TSOELA PELE,positive,2
LETONA LE ETETSE MOTSENG HO KOPELA SECHABA SETSI SA BOPHELO,positive,2
MOKHATLO O FANA KA TLALEHO EA TŠEBETSO,positive,2
